drug_name,condition,review,cleaned_review
Bydureon,Diabetes,Helps manage my glucose levels well though I had mild nausea initially,helps manage my glucose levels well though i had mild nausea initially
Byetta,Diabetes,Manages blood sugar well though I experienced nausea initially,manages blood sugar well though i experienced nausea initially
Bystolic,High Blood Pressure,Helps lower blood pressure though I feel a bit more tired than usual,helps lower blood pressure though i feel a bit more tired than usual
Bystolic,High Blood Pressure,Lowers my blood pressure effectively but I get occasional headaches,lowers my blood pressure effectively but i get occasional headaches
Carbamazepine,Epilepsy,Reduced seizures effectively but causes dizziness occasionally,reduced seizures effectively but causes dizziness occasionally
Carbamazepine,Seizures,Helps prevent seizures but causes some dizziness and fatigue,helps prevent seizures but causes some dizziness and fatigue
Carbamazepine,Epilepsy,Helps control seizures but makes me feel drowsy and a bit foggy,helps control seizures but makes me feel drowsy and a bit foggy
Carbamazepine,Seizures,Helps control seizures but I feel a bit foggy,helps control seizures but i feel a bit foggy
Carisoprodol,Muscle Spasms,Effective for spasms but it makes me very sleepy,effective for spasms but it makes me very sleepy
Carvedilol,High Blood Pressure,Effective for lowering my blood pressure but I occasionally feel fatigued,effective for lowering my blood pressure but i occasionally feel fatigued
Carvedilol,High Blood Pressure,Helps with blood pressure but makes me feel a little lightheaded,helps with blood pressure but makes me feel a little lightheaded
Carvedilol,Heart Failure,Effective for heart failure but Ive had some dizziness when standing up,effective for heart failure but ive had some dizziness when standing up
Carvedilol,Heart Failure,Helps my heart condition but makes me a little dizzy,helps my heart condition but makes me a little dizzy
Carvedilol,High Blood Pressure,Helps lower my blood pressure but causes some dizziness and fatigue,helps lower my blood pressure but causes some dizziness and fatigue
Carvedilol,High Blood Pressure,Helps lower my blood pressure but I feel fatigued sometimes,helps lower my blood pressure but i feel fatigued sometimes
Carvedilol,High Blood Pressure,Helps lower blood pressure but I feel a little lightheaded,helps lower blood pressure but i feel a little lightheaded
Carvedilol,Heart Failure,Improves my heart function but I feel lightheaded sometimes,improves my heart function but i feel lightheaded sometimes
Carvedilol,High Blood Pressure,Effective for lowering blood pressure but can cause dizziness and fatigue,effective for lowering blood pressure but can cause dizziness and fatigue
Cefalexin,Infection,Cleared my infection quickly but I had a slight rash,cleared my infection quickly but i had a slight rash
Cefdinir,Infection,Worked for my infection but caused diarrhea,worked for my infection but caused diarrhea
Ceftriaxone,Infection,Cleared my infection but I experienced some pain at the injection site,cleared my infection but i experienced some pain at the injection site
Cefuroxime,Infection,Cleared my infection but caused a mild rash,cleared my infection but caused a mild rash
Celebrex,Pain Relief,Great for joint pain but I feel slight stomach upset,great for joint pain but i feel slight stomach upset
Celebrex,Arthritis,Helps with joint pain without causing stomach upset like other NSAIDs,helps with joint pain without causing stomach upset like other nsaids
Celebrex,Arthritis,Helps with joint pain but causes occasional stomach discomfort,helps with joint pain but causes occasional stomach discomfort
Celebrex,Arthritis,Good for joint pain but causes occasional bloating,good for joint pain but causes occasional bloating
Celebrex,Arthritis,Provides significant relief from pain but it caused some mild indigestion,provides significant relief from pain but it caused some mild indigestion
Celebrex,Pain Relief,Effective for joint pain but it can cause some stomach discomfort,effective for joint pain but it can cause some stomach discomfort
Celebrex,Arthritis,Effective for pain but it causes mild stomach discomfort,effective for pain but it causes mild stomach discomfort
Celebrex,Arthritis,Good for pain relief but causes stomach discomfort occasionally,good for pain relief but causes stomach discomfort occasionally
Celebrex,Pain Relief,Relieved my joint pain but caused mild dizziness after use,relieved my joint pain but caused mild dizziness after use
Celebrex,Arthritis,Works well for pain relief but can cause some stomach discomfort,works well for pain relief but can cause some stomach discomfort
Celebrex,Arthritis,Eases my joint pain without upsetting my stomach,eases my joint pain without upsetting my stomach
Celecoxib,Arthritis,Works well for arthritis pain but can cause some bloating and stomach upset,works well for arthritis pain but can cause some bloating and stomach upset
Celecoxib,Arthritis Pain,Relieves pain effectively but gives mild stomach upset,relieves pain effectively but gives mild stomach upset
Celecoxib,Arthritis Pain,Relieves my joint pain but I have some stomach upset,relieves my joint pain but i have some stomach upset
Celecoxib,Arthritis Pain,Reduces pain well but sometimes upsets my stomach,reduces pain well but sometimes upsets my stomach
Celecoxib,Arthritis Pain,Works well for pain but my stomach feels queasy sometimes,works well for pain but my stomach feels queasy sometimes
Celecoxib,Arthritis,Effective for arthritis pain relief but causes mild bloating,effective for arthritis pain relief but causes mild bloating
Celecoxib,Inflammation,Great for inflammation but causes some stomach discomfort,great for inflammation but causes some stomach discomfort
Celecoxib,Arthritis,Helps with arthritis pain but can cause stomach upset,helps with arthritis pain but can cause stomach upset
Celecoxib,Arthritis,Reduces my pain effectively but I have to take it with food to avoid nausea,reduces my pain effectively but i have to take it with food to avoid nausea
Celexa,Depression,Helps with depression but causes a little drowsiness sometimes,helps with depression but causes a little drowsiness sometimes
Celexa,Depression,Balances my mood effectively but I feel more fatigued,balances my mood effectively but i feel more fatigued
Celexa,Depression,Improved my mood and reduced anxiety but I feel tired during the day,improved my mood and reduced anxiety but i feel tired during the day
Celexa,Depression,Works well for me though I noticed some drowsiness in the beginning,works well for me though i noticed some drowsiness in the beginning
Celexa,Anxiety,It calms my anxiety but I sometimes feel a bit tired throughout the day,it calms my anxiety but i sometimes feel a bit tired throughout the day
Cephalexin,Infection,Cleared my infection but I had mild diarrhea,cleared my infection but i had mild diarrhea
Cephalexin,Infection,Cleared my infection fast but I felt a bit nauseous,cleared my infection fast but i felt a bit nauseous
Cetirizine,Allergies,Relieves my allergy symptoms but makes me a little sleepy,relieves my allergy symptoms but makes me a little sleepy
Cetirizine,Allergies,Great for allergies but leaves me feeling a little drowsy,great for allergies but leaves me feeling a little drowsy
Cetirizine,Allergies,Relieves my allergy symptoms effectively but can make me feel a little drowsy,relieves my allergy symptoms effectively but can make me feel a little drowsy
Cetirizine,Allergies,Effective for allergies but makes me feel a little sleepy,effective for allergies but makes me feel a little sleepy
Chantix,Smoking Cessation,Helped me quit smoking though I had vivid dreams,helped me quit smoking though i had vivid dreams
Chantix,Smoking Cessation,I successfully quit smoking with this though the vivid dreams were a bit unsettling,i successfully quit smoking with this though the vivid dreams were a bit unsettling
Chantix,Smoking Cessation,Helped me quit smoking though I had vivid dreams,helped me quit smoking though i had vivid dreams
Chantix,Smoking Cessation,Helped me quit smoking but I had vivid dreams during the treatment,helped me quit smoking but i had vivid dreams during the treatment
Chantix,Smoking Cessation,Finally quit smoking after years of trying Some mild irritability during the process,finally quit smoking after years of trying some mild irritability during the process
